#1

float Mechanical (35040,2)
0,2358.65
0.25,2358.65
0.5,2358.65
0.75,5816.725402459832
1,4423.860649919638
1.25,2358.65
1.5,5996.822713359246
1.75,4129.395381113733
2,2358.65
2.25,5907.733385996831
2.5,4218.093145540992
2.75,2358.65
3,5992.603445562825
3.25,4462.735525003152
3.5,2358.65
3.75,6558.40039088217
4,4811.463498646381
4.25,2358.65
4.5,7094.541405957745
4.75,5056.171695622032
5,2358.65
5.25,7905.834363953753
5.5,5899.4900268520305
5.75,2358.65
6,11843.410058172536
6.25,8970.145487976944
6.5,5243.350231603205
6.75,11860.653497506959
7,9508.106610047904
7.25,5243.350231603205
7.5,12239.313522424829
7.75,9742.051092341611
8,5243.350231603205
8.25,5910.9000498594605
8.5,4213.400614525779
8.75,6.850231603205129
9,4466.074685118454
9.25,3380.970249598494
9.5,6.850231603205129
9.75,6.8502316032051285
10,6.8502316032051285
10.25,6.8502316032051285
10.5,6.850231603205129
10.75,6.850231603205129
11,6.850231603205129
11.25,6.850231603205129
11.5,6.850231603205129
11.75,6.850231603205129
12,6.850231603205129
12.25,6.850231603205129
12.5,6.850231603205129
12.75,6.850231603205129
13,6.850231603205129
13.25,6.850231603205129
13.5,6.850231603205129
13.75,6.850231603205129
14,6.850231603205129
14.25,6.850231603205129
14.5,6.850231603205129
14.75,6.850231603205129
15,6.850231603205129
15.25,6.8502316032051285
15.5,6.8502316032051285
15.75,6.850231603205129
16,6.850231603205129
16.25,6.850231603205129
16.5,5243.350231603205
16.75,5243.350231603205
17,5243.350231603205
17.25,5243.350231603205
17.5,5243.350231603205
17.75,5243.350231603205
18,5236.5
18.25,5236.5
18.5,5236.5
18.75,5236.5
19,3065.7000000000003
19.25,3065.7000000000003
19.5,3065.7000000000003
19.75,3065.7000000000003
20,3065.7000000000003
20.25,3065.7000000000003
20.5,3065.7000000000003
20.75,3065.7000000000003
21,3065.7000000000003
21.25,3065.7000000000003
21.5,3065.7000000000003
21.75,3065.7000000000003
22,3065.7000000000003
22.25,3065.7000000000003
22.5,3065.7000000000003
22.75,3065.7000000000003
23,3065.7000000000003
23.25,3065.7000000000003
23.5,3065.7000000000003
23.75,3065.7000000000003
24,2358.65
24.25,2358.65
24.5,2358.65
24.75,2358.65
25,2358.65
25.25,2358.65
25.5,2358.65
25.75,2358.65
26,2358.65
26.25,2358.65
26.5,2358.65
26.75,2358.65
27,2358.65
27.25,2358.65
27.5,2358.65
27.75,2358.65
28,2358.65
28.25,2358.65
28.5,2358.65
28.75,2358.65
29,31761.588902179552
29.25,30136.109902006185
29.5,2358.65
29.75,29521.92923643249
30,71794.78997985608
30.25,71462.64190958558
30.5,69638.01133240384
30.75,68593.88573873935
31,134949.43182665395
31.25,131478.8175057896
31.5,130067.00633014056
31.75,129233.27725330334
32,130070.89065987393
32.25,120745.6327566808
32.5,117719.68540414232
32.75,115296.48869266848
33,101830.10127260842
33.25,96717.18162193523
33.5,89209.2550570109
33.75,81199.50544991036
34,70962.98762720304
34.25,65698.00380870416
34.5,61851.03221813539
34.75,58679.550877891896
35,57899.102400310876
35.25,54324.52728525462
35.5,51263.68332814237
35.75,48406.372410007585
36,59009.03432742026
36.25,58530.767268189025
36.5,56914.62589705853
36.75,55064.6862788929
37,42667.271160560245
37.25,41308.84136732576
37.5,40389.04743399112
37.75,39500.530261373584
38,35172.54450872162
38.25,35396.450288562824
38.5,35648.041400310125
38.75,36013.07094329065
39,37631.978117465755
39.25,38037.46507139056
39.5,39029.19344432894
39.75,39829.38974184142
40,44662.67414130613
40.25,47066.967014946546
40.5,55072.00556686542
40.75,57737.20663065324
41,74416.73160853224
41.25,76504.71600084908
41.5,78120.98833599857
41.75,79947.96479138153
42,69088.09062094768
42.25,68674.66217104992
42.5,68266.6133435333
42.75,67491.3637208187
43,60863.931017907256
43.25,60738.43588463877
43.5,60412.650175937415
43.75,60063.5672119027
44,60786.698963647665
44.25,61105.474115226476
44.5,61332.95481698432
44.75,61516.03616040927
45,60185.489991582435
45.25,60254.9050739519
45.5,60165.48684762382
45.75,60062.34105559328
46,3072.5502316032052
46.25,3072.5502316032052
46.5,3072.5502316032052
46.75,3072.5502316032052
47,3072.5502316032052
47.25,3072.5502316032052
47.5,3072.5502316032052
47.75,3072.5502316032052
48,2358.65
48.25,2358.65
48.5,2358.65
48.75,2358.65
49,2358.65
49.25,2358.65
49.5,2358.65
49.75,2358.65
50,2358.65
50.25,2358.65
50.5,2358.65
50.75,2358.65
51,2358.65
51.25,2358.65
51.5,2358.65
51.75,2358.65
52,2358.65
52.25,2358.65
52.5,2358.65
52.75,2358.65
53,2358.65
53.25,2358.65
53.5,2358.65
53.75,2358.65
54,7920.821689740982
54.25,51630.091432269786
54.5,47922.14553764894
54.75,44989.95152100974
55,108219.882299401
55.25,104464.72569244803
55.5,103543.54772995636
55.75,101685.97735658317
56,96767.79565000207
56.25,85937.40447493228
56.5,83080.68291688415
56.75,80702.30124144442
57,68399.85408668933
57.25,68007.009806749
57.5,66179.98321859282
57.75,64276.87769080082
58,58296.40358183688
58.25,55712.829736671716
